content,creationtime,location,productcolor
三八节收到女儿的礼物，很是喜欢，大品牌无论是包装还是品质那都是超级棒的，款式颜色都很好，收到后用了一阵才过来评价，感觉不错，上唇颜色好看，丝滑细腻，而且不爱沾杯，非常好。,2024-04-02 20:54:07,黑龙江,哑光#295 微醺甜茶
content,creationtime,location,productcolor
三八节收到女儿的礼物，很是喜欢，大品牌无论是包装还是品质那都是超级棒的，款式颜色都很好，收到后用了一阵才过来评价，感觉不错，上唇颜色好看，丝滑细腻，而且不爱沾杯，非常好。,2024-04-02 20:54:07,黑龙江,哑光#295 微醺甜茶
冲啊！这个颜色超级好看啊集美们！不挑肤色不挑妆容是那种显得人炒鸡温柔有气色！口红里我最爱的就这个了！相信我不会踩雷！越看越好看的那种。性价比很高喔,2024-04-02 21:07:48,山东,哑光#200拽姐棕
content,creationtime,location,productcolor
三八节收到女儿的礼物，很是喜欢，大品牌无论是包装还是品质那都是超级棒的，款式颜色都很好，收到后用了一阵才过来评价，感觉不错，上唇颜色好看，丝滑细腻，而且不爱沾杯，非常好。,2024-04-02 20:54:07,黑龙江,哑光#295 微醺甜茶
冲啊！这个颜色超级好看啊集美们！不挑肤色不挑妆容是那种显得人炒鸡温柔有气色！口红里我最爱的就这个了！相信我不会踩雷！越看越好看的那种。性价比很高喔,2024-04-02 21:07:48,山东,哑光#200拽姐棕
兰蔻277，经典中的经典，适合任何肤色，质感也好，不干涩，颜色好看，持久性好，滋润度挺不错的，2.13下单，2.14号就到了，情人节送自己的礼物特别满意，包装也特别大气，还有小赠品，特别满意以后就认准兰蔻了,2024-04-12 18:51:30,河南,【寻爱限定】277粉衣炮弹
content,creationtime,location,productcolor
三八节收到女儿的礼物，很是喜欢，大品牌无论是包装还是品质那都是超级棒的，款式颜色都很好，收到后用了一阵才过来评价，感觉不错，上唇颜色好看，丝滑细腻，而且不爱沾杯，非常好。,2024-04-02 20:54:07,黑龙江,哑光#295 微醺甜茶
冲啊！这个颜色超级好看啊集美们！不挑肤色不挑妆容是那种显得人炒鸡温柔有气色！口红里我最爱的就这个了！相信我不会踩雷！越看越好看的那种。性价比很高喔,2024-04-02 21:07:48,山东,哑光#200拽姐棕
兰蔻277，经典中的经典，适合任何肤色，质感也好，不干涩，颜色好看，持久性好，滋润度挺不错的，2.13下单，2.14号就到了，情人节送自己的礼物特别满意，包装也特别大气，还有小赠品，特别满意以后就认准兰蔻了,2024-04-12 18:51:30,河南,【寻爱限定】277粉衣炮弹
